Time  Coordinate0  Coordinate1  Coordinate2  Forces00  Forces01  Forces02  Displacements00  Displacements01  Displacements02  
0.0100000000000000  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.9938154316634107  -0.0000000000000000  1.7520552408373309  0.0173250738043137  0.0000000000000000  0.0002109766664491  
0.0200000000000000  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -2.4041268934772995  -0.0000000000000000  2.0376274248995840  0.0188793213818868  0.0000000000000000  -0.0000828090569239  
0.0300000000000000  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -2.2974152580280514  0.0000000000000000  2.0423122925040955  0.0205771580115541  0.0000000000000000  -0.0003412852199567  
0.0400000000000000  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -2.2047508808889664  0.0000000000000000  1.8783762714663135  0.0224432427853038  0.0000000000000000  -0.0005178954496440  
0.0500000000000000  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -2.1335706649443686  -0.0000000000000000  1.6832347888920860  0.0245076794363463  0.0000000000000000  -0.0006387209861622  
0.0600000000000000  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -2.0631163182884911  -0.0000000000000000  1.5035432643971154  0.0267620095667727  0.0000000000000000  -0.0007415985894097  
0.0700000000000000  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.9917385169256692  0.0000000000000000  1.3549041837006450  0.0292046253749169  0.0000000000000000  -0.0008651759242574  
0.0800000000000000  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.9262376260549119  -0.0000000000000000  1.2403376002799571  0.0318451941155435  0.0000000000000000  -0.0009790160118383  
0.0900000000000000  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.8606376105080751  -0.0000000000000000  1.1500869144406900  0.0346564231389199  0.0000000000000000  -0.0010860442010108  
0.1000000000000000  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.7998122428525238  0.0000000000000000  1.0807832435642395  0.0376393111081366  0.0000000000000000  -0.0012194542069967  
0.1100000000000000  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.7461722065153640  -0.0000000000000000  1.0287950253298646  0.0407806043719566  0.0000000000000000  -0.0013533571581835  
0.1200000000000000  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.6938413527726448  -0.0000000000000000  0.9861941327198644  0.0440519930553375  0.0000000000000000  -0.0014746525805382  
0.1300000000000000  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.6487328708618680  0.0000000000000000  0.9538449262780816  0.0474232326072715  0.0000000000000000  -0.0015837864820212  
0.1400000000000000  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.6089167949025964  -0.0000000000000000  0.9288306747057569  0.0508782498629234  0.0000000000000000  -0.0016826131405047  
0.1500000000000000  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.5716940173534362  0.0000000000000000  0.9075435323307981  0.0544504833365376  0.0000000000000000  -0.0017348857785134  
0.1600000000000000  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.5394612829247711  -0.0000000000000000  0.8924516263683123  0.0581856715687652  0.0000000000000000  -0.0017072794084895  
0.1700000000000000  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.5087048629292410  0.0000000000000000  0.8797474811384657  0.0620990808636509  0.0000000000000000  -0.0016168968004366  
0.1800000000000000  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.4792107581583875  0.0000000000000000  0.8689387978748087  0.0661599944043545  0.0000000000000000  -0.0015122491471299  
0.1900000000000000  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.4528583452932036  -0.0000000000000000  0.8614849008639862  0.0703417940168335  0.0000000000000000  -0.0014543112064167  
0.2000000000000000  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.4260241715164534  0.0000000000000000  0.8541635239124520  0.0746500725867075  0.0000000000000000  -0.0014660211165243  
0.2100000000000000  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.4001095058341189  -0.0000000000000000  0.8480992377386213  0.0791065176975430  0.0000000000000000  -0.0015315812456328  
0.2200000000000001  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.3754754549488386  0.0000000000000000  0.8435492012791336  0.0837284357015179  0.0000000000000000  -0.0016140198925587  
0.2300000000000001  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.3496804903808672  -0.0000000000000000  0.8383302873764027  0.0885095841357146  0.0000000000000000  -0.0016794694855060  
0.2400000000000001  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.3257877630629926  -0.0000000000000000  0.8346911602187067  0.0934423492804843  0.0000000000000000  -0.0017065381750381  
0.2500000000000001  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.3022120012059990  0.0000000000000000  0.8316582760898897  0.0985303008780932  0.0000000000000000  -0.0016733419110104  
0.2600000000000001  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.2778574809413288  -0.0000000000000000  0.8283600522146671  0.1037661487063971  0.0000000000000000  -0.0015877939637667  
0.2700000000000001  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.2546278731987488  -0.0000000000000000  0.8263850411834712  0.1091188533477933  0.0000000000000000  -0.0015031548429223  
0.2800000000000001  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.2304709713261646  -0.0000000000000000  0.8238869834684888  0.1145450355112532  0.0000000000000000  -0.0014716168982536  
0.2900000000000001  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.2061102510036952  0.0000000000000000  0.8211312604259503  0.1200065570647836  0.0000000000000000  -0.0015195636187859  
0.3000000000000001  -0.0341249504959082  0.0000000000000000  1.0005169294408702  -1.2061102510036952  0.0000000000000000  0.8211312604259503  0.1254857414753750  0.0000000000000000  -0.0016736752484447  
